k_a_hr,k_e_hr,k_g_min,Vd,sex,num_drinks,Dose_g,tau_min
1.108857663863137,0.18276918393410554,0.029728461701611128,0.6045469271373178,F,4,56,19.945637231939347
1.1564397985217092,0.2598506167983509,0.028672412105428362,0.6029297084936626,F,6,84,20.84829207359381
1.5798030007018076,0.2600480320965586,0.025360357520653576,0.5878370774575988,F,5,70,19.972123680918315
1.3253306358754522,0.1648287508390569,0.027216327143248016,0.7111894090977225,M,3,42,18.01444481241106
1.4267415084610673,0.20726639522409457,0.02943223964051784,0.6143265156204402,F,5,70,21.877072089501244
1.471749336536091,0.17234360091494982,0.027239375936523067,0.6997005286584802,M,5,70,15.734109326021596
1.4785360598034472,0.30608595339152034,0.025780235518389642,0.5945823256440198,F,2,28,19.805622775696207
1.318462554478671,0.21326676242165987,0.0258238078141393,0.703436862054646,M,2,28,17.922971487819417
1.0681355292709733,0.22003332625331862,0.028139791391590348,0.613755649884818,F,6,84,15.404800829256807
1.193102762468558,0.18620454107885492,0.028958682518332786,0.7036663525419928,M,7,98,21.83942439054287
1.239860747679277,0.12835640325126685,0.025580068125642064,0.6073598674030054,F,4,56,20.21206428874928
1.5665779527066395,0.12688067742993397,0.027084658690810552,0.712299410023612,M,7,98,22.135778728203423
1.563404544789409,0.2607404366037183,0.027991029227614574,0.7102413376991695,M,4,56,21.527934844279812
1.1307591159110888,0.21453625223229555,0.02801666460811381,0.6957891949886662,M,3,42,21.05604676185378
1.3056703206209384,0.23274245760226198,0.02641368679725803,0.703196251923794,M,3,42,20.34139063160522
1.6379485768137598,0.32668731401245943,0.02888081839550702,0.6972640803394691,M,2,28,18.895638917300523
1.3560858834298868,0.26662219616563265,0.027393166310461098,0.7147012205641173,M,7,98,21.613334023999855
1.4540667989719696,0.2966053704667873,0.028297447294282522,0.5969398398790494,F,4,56,20.74300353809222
1.4554027775929685,0.2298004354241177,0.028570708853195213,0.5679062010007564,F,6,84,16.515987477407176
1.4377628996645144,0.16172130218231157,0.0276957628387316,0.6941356013179203,M,5,70,20.8251830882197
1.2957770865838953,0.3267414849659034,0.027656743805031567,0.7038417863320767,M,4,56,20.864142077112838
1.1348361391096142,0.2543358579516886,0.028352387779176005,0.6847039914668077,M,2,28,18.267048640143326
1.4641798979074347,0.23988589681730466,0.025515419017159258,0.6144895200704245,F,5,70,20.637508958070544
1.491964755709156,0.19583968202701418,0.02549723577448631,0.6855573195957427,M,2,28,21.141113125588387
1.131577133760929,0.28137788906003774,0.028501221242915334,0.5687910572268746,F,2,28,24.406051930659423
1.6253194313183357,0.1535906515820284,0.02881591327846589,0.585287114775665,F,7,98,17.331476898577364
1.02935245968235,0.21329617195166622,0.02965752652197591,0.716213038215088,M,5,70,17.305562378729437
1.0450063591910639,0.11612036967699625,0.027891276143392103,0.6113474200227582,F,6,84,22.542144139941733
1.137711297441364,0.2573594262173026,0.02889621230080583,0.7085081138369937,M,5,70,22.88486804478453
1.2617424559104566,0.27801545318708304,0.030277539790069682,0.5940000916580727,F,4,56,21.601763477264363
1.3648508662423326,0.2586382944586309,0.028206067403134586,0.707905691820743,M,6,84,22.420199544701166
1.3203183281810815,0.19471277816470103,0.028580480879422384,0.610537678749661,F,3,42,24.552560277520218
1.3634942070605336,0.14996144941788703,0.02977989809795416,0.5547528528828257,F,4,56,23.397315961346095
1.257374745037259,0.23356870039806144,0.029000102654393758,0.7114764326865681,M,6,84,20.28875053650254
1.5901289418451197,0.23931832615392334,0.026805750477772502,0.575504557863413,F,6,84,23.340849938307827
1.2466480832701876,0.12943825843209214,0.028849168442423113,0.5727934188336774,F,6,84,18.971032602989716
1.2990153487336913,0.24459852262939358,0.028620583430984843,0.6012621688843445,F,6,84,21.705167971184046
1.1606384279793676,0.17249471972217867,0.02608638626775348,0.7116284437694801,M,4,56,21.86916742934702
1.3441403695508705,0.21268718926593683,0.028248739990562176,0.7151710523457068,M,5,70,17.307538218763458
1.5323506508825422,0.21536446242977592,0.028849623710437047,0.571955211317679,F,3,42,17.328882061026842
1.619028847914329,0.32989601521431067,0.028051527674620387,0.701247514250811,M,2,28,22.681306446821615
1.4361139004078418,0.1866716281782419,0.027400914935609935,0.5804497204256768,F,6,84,21.83015710092603
1.388874762190313,0.2968278432989494,0.027390032468273665,0.568029472161475,F,6,84,18.07310450732958
1.284983273328172,0.27831629582584116,0.026592898243136407,0.6857234248848155,M,7,98,21.353454380106275
1.4412976949092053,0.2372795416353689,0.027416809270592007,0.6902784850462584,M,7,98,17.87331925715404
1.2430168091842617,0.21951563928208967,0.027240199423330932,0.6997059065380196,M,6,84,21.279503978789048
1.4353801756515634,0.14193485549463264,0.028769581855604433,0.7074007773468759,M,5,70,21.713783504248862
1.352286479902957,0.11227833337469045,0.027215464114989023,0.6127644528566184,F,6,84,20.717798538874227
1.4154865835945025,0.2385224768999808,0.02744385162376867,0.6272704018337739,F,2,28,20.406216570546363
1.5578877595590088,0.31357130285597135,0.026150991490364928,0.7013712011444786,M,2,28,23.40573809455318
1.1425621130227714,0.2863698421456512,0.027531422091228403,0.6172428839808349,F,6,84,19.699115503559554
1.3867896577394503,0.13152810644324053,0.028220857781021503,0.6005348907069458,F,2,28,18.252678707754363
1.3287830770013547,0.22588091302789348,0.02684103849914927,0.6913074011510676,M,2,28,17.938614253314036
1.4149577985396633,0.31958173112595006,0.029296327296604485,0.7087531703147848,M,2,28,18.639046973159154
1.4185715455283807,0.2924190893445467,0.026613514006720747,0.5965727982858261,F,4,56,19.44309856587698
1.405344467951997,0.3199459105997403,0.02916120362299679,0.706215522828543,M,3,42,22.754216544346235
1.5430114422060937,0.26391018684737677,0.03061318830576218,0.6895576299142814,M,1,14,17.111010111034098
1.5907387213210908,0.23182028916858038,0.027678022545535367,0.7162120253701403,M,5,70,15.555828325946923
1.2990298170273105,0.28149885715812917,0.02942202977356452,0.5679936898754032,F,6,84,20.348386768198367
1.2137621209941045,0.202384051505017,0.02777792186959852,0.5750178113844947,F,5,70,19.35380558238949
1.0986303031658435,0.22348757267793745,0.027624201615208864,0.6081287098064955,F,5,70,16.448919868008026
1.619796916595459,0.1954943598430255,0.028488368987526394,0.5877242418716562,F,4,56,18.77969899732532
1.1788861880516845,0.29784632343748674,0.028530466485035766,0.705863545670239,M,5,70,19.34864394842926
1.2988388269795823,0.2628266457925409,0.028970441490897097,0.7038583736555238,M,3,42,19.805507106337842
1.3382310498573202,0.17336099830487645,0.028937967642466172,0.5844284281078209,F,6,84,16.214566753567524
1.2243985302362068,0.13646356105933,0.028936771867262366,0.6999204203842565,M,5,70,19.962092392711757
1.3310649697226726,0.2881504657234952,0.027595735244457926,0.7109738854155288,M,3,42,21.247168701147316
1.6011274963926754,0.21316691357506495,0.027182712528692227,0.6951283469758178,M,2,28,19.648781351844217
1.0249325357685775,0.3022543654131634,0.028636806960634087,0.7005640700391623,M,7,98,19.029732519579824
1.2268899310294592,0.2509046696674199,0.028714504671072328,0.6105615056394813,F,3,42,16.629761035869972
1.2500457478908262,0.1728301981798925,0.02658700107319723,0.6950646118261695,M,5,70,18.646476262972552
1.447193473818884,0.23291609153481202,0.027752342757671133,0.692066872727771,M,4,56,21.714096961841136
1.1444476387095057,0.2677878209418348,0.02818965340666244,0.59590556372034,F,6,84,18.704251433783753
1.2833437143588333,0.31205790312326703,0.02749831530135759,0.7049863126064013,M,4,56,22.70992389117835
1.2248999165387353,0.23610332251754823,0.028903619888223674,0.7073286264846002,M,3,42,22.287474270759386
1.369257836315398,0.24716015271173764,0.029591594514395,0.6990491207296693,M,3,42,20.650504114704752
1.2778468638262002,0.3028079026118681,0.030104093084691766,0.594915263705493,F,2,28,20.604044573998866
1.1871381012744153,0.1903356178124575,0.027746562105680547,0.598935651719325,F,4,56,21.98042189234893
1.4921713322507442,0.2667674767107775,0.02636922700380261,0.6326103301554687,F,4,56,22.00906772445894
1.5342796709649593,0.21667868322241363,0.025336931465481362,0.7059121355599458,M,4,56,16.70983222742015
1.4337640111568937,0.28421370054344564,0.025883237377651955,0.6849283836477039,M,6,84,21.361959741237968
1.6023003489544692,0.24396800087382436,0.0262266602497802,0.6141626927585303,F,5,70,21.60442097601647
1.2192689189802342,0.11633769776089513,0.026802876635574308,0.5879404993959463,F,6,84,16.838754138084926
1.435009851784404,0.31156957958398196,0.028636094712505614,0.6939465157828264,M,2,28,21.72590612298458
1.2363690528447455,0.09530205162175165,0.026543742612870694,0.5557273412757531,F,4,56,15.7844918201578
1.4713166299027525,0.24969681757977713,0.02856056079646465,0.6190637130924179,F,4,56,22.08575267863521
1.3671252840377262,0.15153571451107795,0.02995773717420988,0.7122811777124157,M,5,70,22.939593949524642
1.456719652643514,0.26363303552608386,0.02912838114365053,0.6199232396682925,F,6,84,18.54314929893614
1.1638675669539449,0.1594213270625242,0.02752610279227123,0.6082463585136847,F,6,84,17.146256271305464
1.507785091835331,0.23562907634017272,0.02666381499255973,0.7117230108055397,M,7,98,23.297992174864063
1.5892657118625533,0.2713083242203203,0.02631458263811985,0.5926911223869726,F,3,42,16.463807813556116
1.0310568485981582,0.14449701584273184,0.02845611887836,0.7143959593772016,M,5,70,21.230927223201753
1.0782268893443938,0.26364186248553173,0.02742740974446479,0.5656222822127523,F,6,84,16.628681576958385
1.5224879316153135,0.2082886113392075,0.02945364040011427,0.6995036557907215,M,5,70,18.11237731103841
1.2673570674352637,0.18485696453032674,0.027394245763894765,0.5736122013399455,F,3,42,21.85506869261768
1.3241654295387189,0.3206386054375639,0.028309393882604884,0.6965315768329178,M,7,98,18.019529809509393
1.1032832288714927,0.3369428886202247,0.026781522476664613,0.7045036475289154,M,5,70,24.323854311442876
1.3449285345732451,0.15984606031105025,0.02891032444708659,0.6995555006485841,M,3,42,15.632451053228557
1.4337162467102855,0.23423651623647035,0.0290384368521805,0.7006114773218971,M,8,112,21.60516316261632
1.536049257213797,0.1937008487919539,0.02631104883968791,0.5950323717704068,F,6,84,17.42425409405366
1.6438362254967007,0.2836303198679476,0.02882233242803942,0.5863287906909562,F,5,70,23.838179634013695
1.0909884164208896,0.2954310647731825,0.027556152537319967,0.614148795222272,F,4,56,22.11478699851911
1.2882604679646616,0.16020562495809665,0.029020487582444465,0.6065702704336661,F,8,112,20.445951406695876
1.3880988734675639,0.34357761786016683,0.025497340501499554,0.7152455948797658,M,5,70,18.181969930793663
1.4003073282531757,0.23983369324533926,0.027382482168754486,0.6282621251922184,F,6,84,19.32184516787692
1.4379750868303125,0.23059701475187533,0.027163732184261165,0.7132957857318466,M,7,98,17.37667636664088
1.2856910046200094,0.3275202998165515,0.027088449348982142,0.575998449361146,F,1,14,22.46837853305972
1.250029976250409,0.08251570243418871,0.02701044605836806,0.5671184305932397,F,6,84,17.653991452083538
1.26040992946038,0.2637698484991103,0.025765217100067513,0.5859093579513318,F,4,56,16.910982969106485
1.117473749058038,0.19721262561276298,0.030072670029595815,0.5770133809742681,F,6,84,19.31021936495507
1.225242833334931,0.11362364018056746,0.028021381867278275,0.7085306681288899,M,6,84,19.89631087053516
1.3560170630376915,0.26650066036008935,0.029041120690420717,0.5965749642982545,F,3,42,20.272559687190643
1.58184524960779,0.2934525534766288,0.028222079009003923,0.6109359764810315,F,2,28,20.60532876114278
1.551815521961782,0.22164954818919946,0.028721753511485943,0.6901339910009968,M,2,28,23.431431903488168
1.5727269303635454,0.08568038146235178,0.029218319187298503,0.5979831084313156,F,8,112,20.36947902995812
1.221257600381921,0.18985593976964377,0.02968921153570417,0.7146629606525374,M,4,56,24.355218570666608
1.3162889600811094,0.16910744974945036,0.028843678653771146,0.7166704707494053,M,6,84,17.19195643738881
1.5606533194117838,0.3288674366154001,0.028860160591145278,0.560524681489166,F,2,28,18.900179098654416
1.6334589238800796,0.19007620347394102,0.02738873991867081,0.7127054955331382,M,6,84,20.32783266618256
1.4262262480783907,0.1340963010105977,0.027944202447597346,0.5711751476722006,F,6,84,19.877476635975803
1.1610320574748783,0.1659205562214286,0.028554414052539473,0.5978919756261442,F,6,84,20.54508920265259
1.3228506246003087,0.17519533106569346,0.026509255890850382,0.6150112235860897,F,6,84,22.17375285213262
1.3250161937428822,0.1701012938612316,0.02590165238492138,0.5954238531709193,F,3,42,16.141268423545327
1.4522158148813717,0.2909191276062365,0.025350105250265095,0.578451837962508,F,6,84,19.33329372506051
1.5587277986941923,0.2023842544610249,0.027050700597052422,0.6978290172688733,M,6,84,21.894983824284992
1.33254175257591,0.3017581424830265,0.02887274557347289,0.5678587865987073,F,6,84,17.373695210839408
1.6074016574279164,0.165169019984499,0.02741710157553592,0.5583655846541021,F,5,70,17.157448944283505
1.5773568908771372,0.2523468510978116,0.02830929453511683,0.6920482619114526,M,6,84,20.500079606286018
1.5858269185526566,0.32314186005683754,0.027802403980773667,0.5777915907633597,F,4,56,19.17692376616753
1.1820567979878713,0.20234980956886364,0.02736596650072275,0.7040123406357792,M,2,28,20.44061571930406
1.460040707182185,0.2621080168816419,0.02789016917839966,0.7107318235702494,M,2,28,15.397069409974279
1.119615244182251,0.12567632492591535,0.02734911656095361,0.6066205556730886,F,4,56,23.08133285479976
1.1984917123712258,0.19150694360536769,0.026231483298197404,0.6953389876958815,M,6,84,15.854996186156871
1.5780109041159454,0.26878543950708766,0.02986422783494254,0.7129569731361293,M,4,56,24.567967160248237
1.1898418650909504,0.1869559678138033,0.026764838564658,0.6246988827700435,F,6,84,18.94140386257999
1.1623536411527822,0.14577451081622206,0.02730949657757572,0.5754492018669245,F,5,70,22.57029920853287
1.5319302643154726,0.23835942458071518,0.029503216238132048,0.6961199758955026,M,1,14,21.73125292774422
1.3037092845309215,0.3209017729026953,0.027456900655107405,0.6154876479005387,F,3,42,18.938233769372566
1.200158357989977,0.33146470604071354,0.028790475518082653,0.5732407726604346,F,2,28,21.249486429885
1.2460874721373125,0.27702754278493386,0.02646186031912196,0.697405713248543,M,4,56,15.578868247534079
1.5592592237940281,0.3293844901995064,0.02943014984615548,0.6090622034372037,F,4,56,21.793347478834175
1.0884530973634048,0.13647524034235656,0.027373812679758813,0.6920394475375212,M,2,28,15.66603110124707
1.5906037098674226,0.2681358850754569,0.027690039541552892,0.5657601682021123,F,5,70,22.42534533365154
1.5747098138608022,0.0853038667036612,0.0266890212608137,0.6171307117856262,F,3,42,18.288970176839673
1.3209965203212888,0.24925725594442927,0.02659449998167312,0.6247089429222654,F,3,42,19.054070994364842
1.222282557878918,0.16669054137753517,0.026005094813908513,0.6896499022624654,M,3,42,17.574071012835788
1.153958338436932,0.11106513808666356,0.027772845890242013,0.7096045812462073,M,5,70,16.443392091770296
1.6512051032769812,0.18368279793263953,0.02984954544073166,0.5652154046085969,F,7,98,22.333008887511106
1.1844528361645237,0.12949160350201663,0.029643914320809796,0.6860150745995521,M,6,84,19.510247682551622
1.1413465252084498,0.28300266283367564,0.029884353712593965,0.7016002243983078,M,6,84,17.934691968185657
1.3830546154404562,0.2582761808221443,0.02759172736491898,0.6891802225486446,M,4,56,20.16738798337022
1.6285328065290372,0.12324232559399079,0.026067072709973722,0.6024527783811754,F,5,70,22.77078570694373
1.5831694180122604,0.3166437281804005,0.02755338871472465,0.7159250092444834,M,4,56,18.16791227005229
1.1790418508754028,0.22180654468394095,0.026027998961726223,0.7092868858960787,M,7,98,19.478093641291082
1.2959141566694024,0.20483369526888828,0.027869422770011365,0.5707525605599894,F,5,70,22.795945361193137
1.0799064058820202,0.1948824679144705,0.027731463069365032,0.6058341297820198,F,5,70,20.699618991283955
1.153115736770227,0.17793739682073412,0.026406006807792863,0.6270859386072417,F,6,84,22.47616094242418
1.404568009721895,0.30176431095978473,0.02662132273374879,0.5778600961015807,F,4,56,23.69566216341966
1.382962675327866,0.2918087825000862,0.028215983561847457,0.7032636011710724,M,3,42,20.851154194306094
1.0631656827643354,0.23256122516315708,0.027423641877882304,0.6103493631054355,F,4,56,18.788258974935363
1.3817840544985935,0.2969046780640758,0.028422536298808927,0.5626209855557326,F,7,98,18.24919743131297
1.1825804644631581,0.1660197039571695,0.029322720285041463,0.6987932065976918,M,4,56,17.691208158590943
1.1640710915830719,0.16041895935360725,0.026976920334394777,0.5876615051769082,F,5,70,23.868890207969756
1.345590191815754,0.21988053201947216,0.025884468211676417,0.7080158317419727,M,2,28,18.894482240003295
1.290830435372959,0.2949355840040689,0.025546209965580054,0.6994785811515254,M,4,56,17.452416364995432
1.6319079519695907,0.10881452433551694,0.02590243233087867,0.7107218942074459,M,4,56,24.329032165477336
1.3467605415188373,0.17011823934143117,0.02983123385031105,0.6203475902128408,F,3,42,15.684195621215043
1.1890659282242935,0.2735897989349337,0.028327656240585142,0.686120851014893,M,4,56,20.482918191936655
1.506903476471655,0.27681253146360585,0.02660997645563665,0.5768366131143305,F,2,28,22.95440507415757
1.3330045102632715,0.15532818924950426,0.029899366328911554,0.5743385042720955,F,5,70,17.682972975118815
1.4709111975740288,0.20782677829402135,0.026183016245665287,0.7029983848832868,M,6,84,21.136200623864877
1.2588318638285867,0.19243174254891243,0.02570314942114702,0.6206499449729203,F,6,84,20.158222662719137
1.4633945501870727,0.21290984132566476,0.028355898348292906,0.7024334199451663,M,3,42,19.29978143299594
1.0841926786344374,0.27708230749210466,0.0278324060204242,0.5712906029257142,F,6,84,21.071834606747174
1.4399988850243348,0.21693057147720846,0.02817496635436753,0.687296972424239,M,6,84,20.239357792651614
1.2836099943517962,0.12339776849090266,0.026880588160556402,0.6132401311299419,F,4,56,20.456363750364446
1.1353021221011226,0.2860275628178367,0.028028573916134347,0.5922610125486143,F,4,56,22.92411763049161
1.3639295881579463,0.16780681593432645,0.026988641748827164,0.6282003979611595,F,5,70,19.472247395712273
1.1083130518190387,0.1970427634760245,0.02544282373324115,0.5671324363717317,F,6,84,18.84709475021716
1.2960622378272353,0.10042911078519647,0.02738667153273499,0.7073147976086566,M,3,42,16.948436673858787
1.4230852657914008,0.3156459481543311,0.02951556185105465,0.7005515142212806,M,4,56,21.809727898208912
1.5287393657768598,0.2098629011590083,0.02586868445283948,0.6160769007103142,F,6,84,17.618350522620116
1.443299432781045,0.22556053829703904,0.027769195987143246,0.7014030712583644,M,5,70,21.48125449196766
1.2192218051737864,0.2166361586822505,0.030176653891129154,0.6067045685870799,F,5,70,21.12626025826612
1.2969109898329556,0.16852937596983475,0.02934061433581869,0.5973216379000789,F,2,28,22.44927889398945
1.0833204037429875,0.19893942174673845,0.026416254023680624,0.6949808144011375,M,6,84,17.032804786018445
1.3063011780093696,0.2997726900624102,0.030254948808326403,0.6874484357878945,M,2,28,16.646258484392163
1.3466309744997886,0.16425178664334206,0.026588475037816764,0.6113107644016024,F,4,56,20.234237552449326
1.578721392540395,0.2092705266370773,0.02560802852563073,0.7007317429285674,M,7,98,15.957049806813057
1.3355642371172893,0.29570733573072916,0.029698073381271936,0.5788471199115865,F,6,84,23.231357738806043
1.1987293241372343,0.27202699498390664,0.02882654513601836,0.5767869990554855,F,4,56,20.613496226351614
1.4197630039181455,0.24180391143104324,0.027197953201066584,0.5721596512192375,F,3,42,20.929174058558708
1.2901339699869447,0.1550823405248551,0.026644545703101263,0.6179249120846221,F,5,70,18.632847573600117
1.4678978841433303,0.15318515714994357,0.026885660952545545,0.702822331852849,M,7,98,17.432942809098186
1.3014672987069669,0.2570451344114272,0.028795371035237438,0.6882220562875926,M,5,70,21.937880117328508
1.3572548029382308,0.2921004327314684,0.02595739325216236,0.5866548449769577,F,3,42,19.609771355852587
1.2897235014840729,0.31100454823245777,0.025993147504407947,0.7013372755427815,M,6,84,20.147446645464857
1.3505047240137609,0.2211484715425362,0.027707027582090676,0.578327653350858,F,4,56,16.399112505361796
1.3168162435038042,0.15138721353689868,0.028694470892937994,0.7059393081769686,M,3,42,16.186699493305248
1.445257428528108,0.114526724888481,0.02532027075467721,0.7011180711712579,M,3,42,19.903720395368325
1.1072236689801789,0.15363395782663203,0.027675748763254508,0.6259073154343233,F,5,70,19.39996925498221
1.3154057379846926,0.21003023591816966,0.028155056005670892,0.6899905638762417,M,4,56,17.20182888667786
1.3441702044690194,0.25640877417902436,0.026710556751865556,0.5865534704377899,F,4,56,21.72763624150429
1.6201041385057173,0.2526621612299932,0.02745398830390915,0.7051878981598171,M,7,98,19.460367324345473
1.5059509045759247,0.18789750423517998,0.027759831629214995,0.7029921688236745,M,4,56,20.223183603615915
1.281082705883712,0.22238112523893405,0.029097226316164276,0.7073030502438601,M,5,70,19.17561860619794
1.6124381601345799,0.13416690642933066,0.028115730953726752,0.5864051373230714,F,4,56,22.765779972561113
1.3809470691045727,0.3273876282018239,0.026981320383242885,0.6115508585351332,F,7,98,20.242107234083143
1.493259659095437,0.21545101027862157,0.027175589706363194,0.6943508668326344,M,3,42,21.67750374234226
1.5203854211180095,0.2321140414142051,0.028196836166526237,0.617707052307288,F,5,70,20.85143120353692
1.6249224967484233,0.29992678937023326,0.02940383268208441,0.5781318547181972,F,4,56,22.124530864030625
1.3790420514242399,0.3085245016928358,0.026815555927830848,0.7084913768035872,M,5,70,19.03266301463537
1.585108333101775,0.299192498528897,0.027086904459879286,0.7107334179418469,M,5,70,22.934149829413315
1.2092583639976755,0.25413645725128764,0.028661689954908646,0.5737748471602898,F,3,42,19.53694646842984
1.541466900518659,0.12080641955059154,0.025692464356986043,0.5868750085342412,F,4,56,23.15142260426886
1.4261690890945316,0.3063914629448449,0.02812302003921995,0.5873992617632207,F,5,70,16.52049338141674
1.4009603319028212,0.34628067785734284,0.027156275487115997,0.6232834837564093,F,2,28,23.118315128103504
1.2681699658084207,0.24322214261250374,0.030143090304681597,0.6834390303815979,M,6,84,24.5078909420172
1.5906726925973076,0.25894254072889833,0.0268211323502405,0.5643679195123024,F,5,70,19.123649861774847
1.4403254806333305,0.25859468050263107,0.025388488855615142,0.7044181330412437,M,3,42,19.839205290008678
1.4043495584078218,0.15594986446415116,0.02597515567344905,0.5889481000583761,F,8,112,23.782011422430443
1.341355894276579,0.18454176484102464,0.025561724213335666,0.5643259486274202,F,6,84,18.26819100642472
1.0541214977562894,0.2252526603662771,0.02699219447949612,0.7061412513499021,M,7,98,18.43290585954557
1.5401232300492191,0.2025625183246127,0.027498245777578104,0.7060665394666191,M,4,56,20.265784667993398
1.1721932481150972,0.09812888629202472,0.0283002280317992,0.6921203178347917,M,5,70,19.741185617842298
1.5633132713492435,0.16310061700545253,0.02596057383574293,0.6996983487063526,M,2,28,18.52113376399682
1.532302743634615,0.20178774707909525,0.02972356197220683,0.7053095791345112,M,4,56,22.212867855843335
1.4193623742090447,0.1677735128965242,0.027420343440145954,0.7048577910930348,M,3,42,21.356851880689014
1.156682027932926,0.17020988871793832,0.02508568091962583,0.701361627891789,M,6,84,18.06315310992846
1.1349200517565659,0.28578114638173197,0.027425232313694585,0.6071770692568562,F,4,56,20.265912817170086
1.3869217739581186,0.20358065816211524,0.02576242360935345,0.6863239359127266,M,5,70,17.097091499740266
1.379626387218944,0.2610252492786526,0.027403931857881134,0.7024625971805109,M,5,70,19.397061209648243
1.0892378927034883,0.3265730900594297,0.02893805204147932,0.6995755053946308,M,4,56,20.469597695421054
1.354648430053571,0.20086983760683697,0.02698152157563928,0.5608473754300111,F,3,42,21.611927914886436
1.1094413323745123,0.32041034149683806,0.026553165756808557,0.5812541093721478,F,7,98,22.56461401525035
1.2360387439802925,0.11674513492931378,0.02968556809338239,0.6984982081833278,M,8,112,16.702520221290676
1.3906506768278735,0.21518519519253365,0.02817662919157974,0.6006386782561824,F,3,42,23.73407276769136
1.0983537613936716,0.27069539153377764,0.026834755665781983,0.6353742383551145,F,7,98,19.560108643382048
1.1799227957145628,0.1591212094045823,0.02858390983095323,0.7039087255826244,M,5,70,19.563589199667653
1.2787454291279152,0.23488721896090203,0.027521506603172895,0.7095188676319477,M,4,56,20.576779240304948
1.4178848866362448,0.27873429587671217,0.027731553761735712,0.6201395398151831,F,1,14,23.91600465250407
1.3288197848698577,0.1772645089834686,0.029748059846069673,0.6015609582875499,F,2,28,21.760660553166254
1.1525368155269458,0.15871671626591605,0.027690146000753847,0.5841566525357482,F,6,84,20.927043917935638
1.3454661221980309,0.16173430438718311,0.029436798799179098,0.6847479772706958,M,2,28,19.14349687753868
1.4113674352939272,0.17846575396839842,0.027337539163900113,0.6880210986853138,M,4,56,22.773601573366356
